Date,Open,High,Low,Close,Volume
2023.06.27,30131.87,30978.87,30070.87,30618.87,32723
2023.06.28,30617.87,30716.87,29791.87,30076.87,31333
2023.06.29,30073.87,30817.87,29994.87,30374.87,28672
2023.06.30,30368.87,31276.87,29482.87,30373.87,52591
2023.07.01,30369.87,30644.87,30294.87,30560.87,12805
2023.07.02,30561.87,30666.87,30142.87,30562.87,11424
2023.07.03,30562.87,31372.87,30407.87,31095.87,25293
2023.07.04,31098.87,31299.87,30583.87,30769.87,20113
2023.07.05,30770.87,30855.87,30166.87,30428.87,19392
2023.07.06,30429.87,31532.87,29847.87,30283.87,37410
2023.07.07,30285.87,30424.87,29666.87,30231.87,28586
2023.07.08,30233.87,30362.87,30009.87,30122.87,7466
2023.07.09,30126.87,30423.87,30071.87,30158.87,8028
2023.07.10,30152.87,31022.87,29912.87,30755.87,21672
2023.07.11,30749.87,30787.87,30135.87,30543.87,23183
2023.07.12,30547.87,30957.87,30168.87,30312.87,23785
2023.07.13,30310.87,31816.87,30221.87,31345.87,34023
2023.07.14,31347.87,31601.87,29862.87,30154.87,38308
2023.07.15,30150.87,30362.87,30109.87,30267.87,7670
2023.07.16,30263.87,30422.87,30032.87,30236.87,8855
2023.07.17,30240.87,30332.87,29613.51,29894.87,21526
2023.07.18,29889.87,30260.87,29393.51,29749.87,24681
2023.07.19,29749.87,30160.87,29720.87,29932.87,19745
2023.07.20,29929.87,30392.87,29485.01,29712.87,24292
2023.07.21,29710.87,30034.87,29690.87,29850.87,14164
2023.07.22,29852.87,29967.87,29766.87,29792.87,5643
2023.07.23,29790.87,30342.87,29585.87,30113.87,10653
2023.07.24,30111.87,30115.87,28833.87,29116.87,37107
2023.07.25,29118.87,29343.81,29015.87,29203.57,20057
2023.07.26,29203.6,29651.6,29068.87,29552.73,45745
2023.07.27,29547.63,29630.1,29051.96,29117.05,46708
2023.07.28,29117.05,29516.77,29098.03,29313.48,40470
2023.07.29,29313.48,29381.06,29223.02,29322.87,21103
2023.07.30,29322.71,29423.44,28994.31,29239.42,24621
2023.07.31,29239.41,29507.45,29083.95,29178.29,40924
2023.08.01,29178.33,29320.48,28542.15,29204.07,54943
2023.08.02,29204.07,30014.07,28894.33,29112.49,66237
2023.08.03,29112.68,29407.8,28938.52,29276.8,35670
2023.08.04,29270.8,29313.8,28762.8,28935.8,13408
2023.08.05,28934.8,29127.8,28925.8,29026.8,4402
2023.08.06,29028.8,29152.79,28961.3,29109.84,9429
2023.08.07,29108.34,29199.16,28671.43,29168.95,40066
2023.08.08,29168.95,29972.46,29106.68,29950.68,46283
2023.08.09,29950.77,30215.76,29346.02,29475.83,51177
2023.08.10,29476.18,29708.87,29306.18,29428.72,37461
2023.08.11,29428.77,29539.1,29211.47,29390.11,27360
2023.08.12,29390.17,29453.07,29344.23,29392.69,11968
2023.08.13,29392.4,29445.79,29299.43,29394.71,11571
2023.08.14,29395.46,29668.85,29069.64,29371.04,36320
2023.08.15,29370.94,29465.59,29044.67,29174.36,30618
2023.08.16,29174.3,29234.58,28793.83,28942.56,37870
2023.08.17,28944.27,28954.01,27493.38,27643.58,64272
2023.08.18,27644.72,27704.49,24720.13,26055.51,89300
2023.08.19,26056.36,26240.95,25771.4,26028.85,46016
2023.08.20,26025.87,26268.46,25935.41,26206.47,34692
2023.08.21,26206.52,26214.94,25784.98,26076.99,42708
2023.08.22,26077.2,26225.21,25688.68,25837.84,39778
2023.08.23,25837.45,26787.75,25284.34,26562.25,57150
2023.08.24,26562.24,26593.17,25823.23,26003.77,53312
2023.08.25,26003.86,26281.48,25751.9,26029.21,49932
2023.08.26,26029.31,26094.73,25958.45,26001.41,19505
2023.08.27,25999.38,26156.17,25940.37,26066.24,19847
2023.08.28,26066.32,26225.02,25837.28,25962.67,34917
2023.08.29,25962.71,28132.78,25889.13,27541.53,54265
2023.08.30,27543.84,27748.91,26972.7,27217.42,52155
2023.08.31,27217.43,27553.91,25886.14,25990.73,40505
2023.09.01,25993.26,26124.48,25296.26,25746.69,44866
2023.09.02,25743.66,25957.79,25703.21,25822.85,18585
2023.09.03,25822.45,26115.91,25771.1,26021.45,17044
2023.09.04,26022.9,26081.25,25694.34,25806.51,23240
2023.09.05,25812.62,25873.69,25532.11,25684.85,31344
2023.09.06,25687.58,26008.88,25364.67,25663.41,37223
2023.09.07,25663.44,26006.07,25596.36,25991.58,37356
2023.09.08,25990.94,26428.73,25640.2,25887.78,53449
2023.09.09,25892.44,25927.64,25779.59,25845.58,18721
2023.09.10,25845.51,25902,25560.97,25803.01,26025
2023.09.11,25802.87,26009.87,24893.36,25081.21,58496
2023.09.12,25078.13,26511.25,25059,26056.6,75586
2023.09.13,26056.6,26384.42,25746.92,26200.84,77228
2023.09.14,26201.68,26824.73,26118.47,26557.3,77036
2023.09.15,26557.3,26666.93,26208.73,26399.53,62476
2023.09.16,26399.65,26862.82,26399.35,26515.41,54640
2023.09.17,26513.56,26602.53,26411.63,26423.94,47346
2023.09.18,26423.94,27398.98,26372.43,26752.63,78634
2023.09.19,26752.58,27468.08,26659.26,27170.68,78821
2023.09.20,27170.68,27371.48,26823.43,27073.25,81148
2023.09.21,27073.17,27220.05,26358.05,26578.24,78190
2023.09.22,26578.25,26720.77,26456.88,26520.23,66181
2023.09.23,26520.23,26616.05,26472.02,26573.39,44987
2023.09.24,26573.39,26715.62,26339.11,26487.24,51191
2023.09.25,26487.11,26502.27,25973.72,26265.73,70253
2023.09.26,26265.67,26372.31,26067.73,26125.88,58802
2023.09.27,26126.08,26813.12,26077.99,26224.92,66658
2023.09.28,26225.03,27280.47,26215.11,27067.59,72574
2023.09.29,27067.7,27218.58,26670.86,26888.09,79527
2023.09.30,26888.09,27078.01,26846.34,27051.42,52769
2023.10.01,27051.42,27270.69,26934.61,27095.88,70597
2023.10.02,27095.97,28549.73,27078.68,27823.87,104903
2023.10.03,27822.58,27872.44,27155.65,27379.87,94168
2023.10.04,27379.87,27815.21,27194.96,27642.99,91212
2023.10.05,27633.48,28102.73,27342.78,27458.64,87011
2023.10.06,27458.64,28039.77,27163.72,27969.04,88237
2023.10.07,27969.04,28248.35,27918.82,28032.52,4113
